NO.	ANG	POL	book_unit_lesson	part_of_speech
871	windy	wietrznie	BG2_U4_L3	Pogoda
872	double-decker	autobus piętrowy	BG2_U4_L3	Słownictwo ogólne
873	invite over	zaprosić do	BG2_U4_L3	Słownictwo ogólne
874	hitchhike	jechać autostopem	BG2_U4_L3	Słownictwo ogólne
875	open-top	bez dachu	BG2_U4_L3	Słownictwo ogólne
876	sightseeing tour	wycieczka ze zwiedzaniem	BG2_U4_L3	Słownictwo ogólne
877	afford	pozwolić sobie / stać kogoś na coś	BG2_U4_L4	Słownictwo ogólne
878	be off	mieć wolne	BG2_U4_L4	Słownictwo ogólne
879	fall ill	zachorować	BG2_U4_L4	Słownictwo ogólne
880	garlic sauce	sos czosnkowy	BG2_U4_L4	Słownictwo ogólne
881	ingredient	składnik	BG2_U4_L4	Słownictwo ogólne
882	in advance	z góry	BG2_U4_L4	Słownictwo ogólne
883	naughty	niegrzeczny	BG2_U4_L4	Słownictwo ogólne
884	redecorate	remontować	BG2_U4_L4	Słownictwo ogólne
885	responsibility	obowiązek	BG2_U4_L4	Słownictwo ogólne
886	sight	widok	BG2_U4_L4	Słownictwo ogólne
887	What a shame	Jaka szkoda!	BG2_U4_L4	Słownictwo ogólne
888	whine	narzekać	BG2_U4_L4	Słownictwo ogólne
889	You're kidding me	Chyba żartujesz!	BG2_U4_L4	Słownictwo ogólne
890	baseball	baseball	BG2_U5_L1	Sport
891	basketball	koszykówka	BG2_U5_L1	Sport
892	bowling	kręgle	BG2_U5_L1	Sport
893	chess	szachy	BG2_U5_L1	Sport
894	climb	wspinać się	BG2_U5_L1	Sport
895	climbing	wspinaczka	BG2_U5_L1	Sport
896	cycle	jeździć na rowerze	BG2_U5_L1	Sport
897	cycling	jazda na rowerze	BG2_U5_L1	Sport
898	dive	nurkować	BG2_U5_L1	Sport
899	diving	nurkowanie	BG2_U5_L1	Sport
900	fish	wędkować	BG2_U5_L1	Sport
901	fishing	wędkowanie	BG2_U5_L1	Sport
902	football	piłka nożna	BG2_U5_L1	Sport
903	gymnastics	gimnastyka	BG2_U5_L1	Sport
904	ride a horse	jeździć konno	BG2_U5_L1	Sport
905	horse riding	jazda konna	BG2_U5_L1	Sport
906	motor racing	wyścigi samochodowe	BG2_U5_L1	Sport
907	ride a bike	jeździć na rowerze	BG2_U5_L1	Sport
908	ride a bike	jazda na rowerze	BG2_U5_L1	Sport
909	roller-skate	jeździć na rolkach	BG2_U5_L1	Sport
910	roller-skating	jazda na rolkach	BG2_U5_L1	Sport
911	run	biegać	BG2_U5_L1	Sport
912	running	bieganie	BG2_U5_L1	Sport
913	sail	żeglować	BG2_U5_L1	Sport
914	sailing	żeglowanie	BG2_U5_L1	Sport
915	skateboard	jeździć na deskorolce	BG2_U5_L1	Sport
916	skateboarding	jazda na deskorolce	BG2_U5_L1	Sport
917	skate	jeździć na łyżwach	BG2_U5_L1	Sport
918	skating	łyżwiarstwo	BG2_U5_L1	Sport
919	ski	jeździć na nartach	BG2_U5_L1	Sport
920	skiing	jazda na nartach	BG2_U5_L1	Sport
921	table-tennis	tenis stołowy	BG2_U5_L1	Sport
922	volleyball	siatkówka	BG2_U5_L1	Sport
923	yoga	joga	BG2_U5_L1	Sport
924	boring	nudny	BG2_U5_L1	Słownictwo ogólne
925	hard	ciężki, trudny	BG2_U5_L1	Słownictwo ogólne
926	I can't wait	Nie mogę się doczekać.	BG2_U5_L1	Słownictwo ogólne
927	let's play	Zagrajmy	BG2_U5_L1	Słownictwo ogólne
928	quite	całkiem / dość	BG2_U5_L1	Słownictwo ogólne
929	slow	wolny	BG2_U5_L1	Słownictwo ogólne
930	tired	zmęczony	BG2_U5_L1	Słownictwo ogólne
931	why don't you	A może ...?	BG2_U5_L1	Słownictwo ogólne
932	pool	bilard	BG2_U5_L2	Hobby
933	collect stamps	zbierać znaczki	BG2_U5_L2	Hobby
934	dance	tańczyć	BG2_U5_L2	Hobby
935	darts	rzutki	BG2_U5_L2	Hobby
936	do crosswords	rozwiązywać krzyżówki	BG2_U5_L2	Hobby
937	do the shopping	robić zakupy	BG2_U5_L2	Hobby
938	do the gardening	pracować w ogrodzie	BG2_U5_L2	Hobby
939	game of cards	gra w karty	BG2_U5_L2	Hobby
940	go to the cinema	iść do kina	BG2_U5_L2	Hobby
941	go to a concert	iść na koncert	BG2_U5_L2	Hobby
942	go to the gym	iść na siłownię	BG2_U5_L2	Hobby
943	knit	robić na drutach	BG2_U5_L2	Hobby
944	knitting	robienie na drutach	BG2_U5_L2	Hobby
945	learn languages	uczyć się języków obcych	BG2_U5_L2	Hobby
946	listen to music	słuchać muzyki	BG2_U5_L2	Hobby
947	listen to the radio	słuchać radia	BG2_U5_L2	
948	meet friends	spotykać się z przyjaciółmi	BG2_U5_L2	Hobby
949	paint	malować	BG2_U5_L2	Hobby
950	play computer games	grać w gry komputerowe	BG2_U5_L2	Hobby
951	play the guitar	grać na gitarze	BG2_U5_L2	Hobby
952	read a book	czytać książkę	BG2_U5_L2	Hobby
953	surf the net	surfować po Internecie	BG2_U5_L2	Hobby
954	take photos	robić zdjęcia	BG2_U5_L2	Hobby
955	watch tv	oglądać telewizję	BG2_U5_L2	Hobby
956	accept	zaakceptować	BG2_U5_L2	Słownictwo ogólne
957	among	pośród	BG2_U5_L2	Słownictwo ogólne
958	gym	siłownia	BG2_U5_L2	Słownictwo ogólne
959	lose	przegrać	BG2_U5_L2	Słownictwo ogólne
960	obese	otyły	BG2_U5_L2	Słownictwo ogólne
961	quiet	cichy, spokojny	BG2_U5_L2	Słownictwo ogólne
962	shopaholic	zakupoholik, zakupoholiczka	BG2_U5_L2	Słownictwo ogólne
963	tiring	męczący	BG2_U5_L2	Słownictwo ogólne
964	what else	co jeszcze ... ?	BG2_U5_L2	Słownictwo ogólne
965	skating	łyżwiarstwo	BG2_U5_L3	Sporty zimowe
966	ice hockey	Hokej na lodzie	BG2_U5_L3	Sporty zimowe
967	skiing	jazda na nartach	BG2_U5_L3	Sporty zimowe
968	ski-jumping	skoki narciarskie	BG2_U5_L3	Sporty zimowe
969	snowboarding	jazda na snowboardzie	BG2_U5_L3	Sporty zimowe
970	archery	łucznictwo	BG2_U5_L3	Sporty letnie
971	athletics	lekkoatletyka	BG2_U5_L3	Sporty letnie
972	beach ball	piłka plażowa	BG2_U5_L3	Sporty letnie
973	fencing	szermierka	BG2_U5_L3	Sporty letnie
974	field hockey	hokej	BG2_U5_L3	Sporty letnie
975	martial arts	sztuki walki	BG2_U5_L3	Sporty letnie
976	rowing	wioślarstwo	BG2_U5_L3	Sporty letnie
977	scuba diving	nurkowanie głębinowe	BG2_U5_L3	Sporty letnie
978	bungee-jumping	skakanie na bungee	BG2_U5_L3	Sporty ekstremalne
979	hang-gliding	lotniarstwo	BG2_U5_L3	Sporty ekstremalne
980	kite-surfing	pływanie na desce z latawcem	BG2_U5_L3	Sporty ekstremalne
981	parachuting	skakanie ze spadochronem	BG2_U5_L3	Sporty ekstremalne
982	skydive	spadochroniarstwo	BG2_U5_L3	Sporty ekstremalne
983	adrenaline	adrenalina	BG2_U5_L3	Słownictwo ogólne
984	adventure	przygoda	BG2_U5_L3	Słownictwo ogólne
985	be afraid of something	obawiać się czegoś	BG2_U5_L3	Słownictwo ogólne
986	risk	ryzyko,  ryzykować	BG2_U5_L3	Słownictwo ogólne
987	search	szukać	BG2_U5_L3	Słownictwo ogólne
988	such as	taki jak	BG2_U5_L3	Słownictwo ogólne
989	blogging	pisanie bloga	BG2_U5_L4	Rekreacja
990	carpentry	stolarstwo	BG2_U5_L4	Rekreacja
991	compose music	komponować muzykę	BG2_U5_L4	Rekreacja
992	dance samba	tańczyć sambę	BG2_U5_L4	Rekreacja
993	history	historia	BG2_U5_L4	Rekreacja
994	interior design	dekorowanie wnętrz	BG2_U5_L4	Rekreacja
995	jewellery making	robienie biżuterii	BG2_U5_L4	Rekreacja
996	play the guitar	grać na gitarze	BG2_U5_L4	Rekreacja
997	politics	polityka	BG2_U5_L4	Rekreacja
998	scrapbooking	wyklejanie w albumie	BG2_U5_L4	Rekreacja
999	travelling	podróżowanie	BG2_U5_L4	Rekreacja
1000	volunteering at an animal shelter	pełnienie wolontariatu w schroniksu dla zwierząt	BG2_U5_L4	Rekreacja
1001	wine tasting	testowanie wina	BG2_U5_L4	Rekreacja
1002	write poems	pisać wiersze	BG2_U5_L4	Rekreacja
1003	competition	rywalizacja, zawody	BG2_U5_L4	Słownictwo ogólne
1004	creative	twórczy, kreatywny	BG2_U5_L4	Słownictwo ogólne
1005	create	tworzyć	BG2_U5_L4	Słownictwo ogólne
1006	design	projektować	BG2_U5_L4	Słownictwo ogólne
1007	do it yourself	majsterkować	BG2_U5_L4	Słownictwo ogólne
1008	imagination	wyobraźnia	BG2_U5_L4	Słownictwo ogólne
1009	Prime Minister	premier	BG2_U5_L4	Słownictwo ogólne
1010	the news	wiadomości	BG2_U5_L4	Słownictwo ogólne
1011	dark	ciemne	EL1_U1_L1	Opis osoby -słownictwo
1012	spiky	sterczące	EL1_U1_L1	Opis osoby -słownictwo
1013	grey	siwe, szare	EL1_U1_L1	Opis osoby -słownictwo
1014	light brown	jasno brązowe	EL1_U1_L1	Opis osoby -słownictwo
1015	bald	łysy	EL1_U1_L1	Opis osoby -słownictwo
1016	medium height	średniego wzrostu	EL1_U1_L1	Opis osoby -słownictwo
1017	average height	przeciętnego wzrostu	EL1_U1_L1	Opis osoby -słownictwo
1018	lovely	uroczy, śliczny	EL1_U1_L1	Opis osoby -słownictwo
1019	gold	złoty	EL1_U1_L1	Opis osoby -słownictwo
1020	wedding ring	obrączka	EL1_U1_L1	Opis osoby -słownictwo
1021	necklace	naszyjnik	EL1_U1_L1	Opis osoby -słownictwo
1022	jewellery	biżuteria	EL1_U1_L1	Opis osoby -słownictwo
1023	polite	uprzejmy, grzeczny	EL1_U1_L1	Opis osoby -słownictwo
1024	well built	dobrze zbudowany	EL1_U1_L1	Opis osoby -słownictwo
1025	muscular	umięśniony	EL1_U1_L1	Opis osoby -słownictwo
1026	quiet	cichy	EL1_U1_L1	Opis osoby -słownictwo
1027	elderly	starszy	EL1_U1_L1	Opis osoby -słownictwo
1028	casual	codzienny	EL1_U1_L1	Opis osoby -słownictwo
1029	marital status	stan cywilny	EL1_U1_L1	Opis osoby -słownictwo
1030	divorced	rozwiedziony	EL1_U1_L1	Opis osoby -słownictwo
1031	with kind eyes	z dobrymi oczami	EL1_U1_L1	Opis osoby -słownictwo
1032	teenager	nastolatek	EL1_U1_L1	Opis osoby -słownictwo
1033	dirty	brudny	EL1_U1_L1	Opis osoby -słownictwo
1034	elegant	elegancki	EL1_U1_L1	Opis osoby -słownictwo
1035	seem	wydawać się	EL1_U1_L1	Słownictwo ogólne
1036	victim	ofiara	EL1_U1_L1	Słownictwo ogólne
1037	suspect	podejrzany	EL1_U1_L1	Słownictwo ogólne
1038	identify	identyfikować	EL1_U1_L1	Słownictwo ogólne
1039	robbery	kradzież	EL1_U1_L1	Słownictwo ogólne
1040	let in	wpuścić	EL1_U1_L1	Słownictwo ogólne
1041	knock	zapukać	EL1_U1_L1	Słownictwo ogólne
1042	uniform	uniform, mundur	EL1_U1_L1	Słownictwo ogólne
1043	suspicious	podejrzany	EL1_U1_L1	Słownictwo ogólne
1044	push	pchać	EL1_U1_L1	Słownictwo ogólne
1045	dream of	marzyć o	EL1_U1_L1	Słownictwo ogólne
1046	make somebody nervous	zdenerwować kogoś	EL1_U1_L1	Słownictwo ogólne
1047	tights	rajsopy, rajtuzy	EL1_U1_L2	Ubrania
1048	belt	pasek	EL1_U1_L2	Ubrania
1049	scarf	szalik	EL1_U1_L2	Ubrania
1050	trousers	spodnie	EL1_U1_L2	Ubrania
1051	shorts	krótkie spodenki	EL1_U1_L2	Ubrania
1052	shirt	koszula	EL1_U1_L2	Ubrania
1053	blouse	bluzka	EL1_U1_L2	Ubrania
1054	t-shirt	koszulka z krótkim rękawem	EL1_U1_L2	Ubrania
1055	high-heeled shoes	buty na wysokich obcasach	EL1_U1_L2	Ubrania
1056	high heels	wysokie obcasy	EL1_U1_L2	Ubrania
1057	skirt	spódnica	EL1_U1_L2	Ubrania
1058	dress	sukienka	EL1_U1_L2	Ubrania
1059	jacket	kurtka, marynarka, żakiet	EL1_U1_L2	Ubrania
1060	coat	płaszcz	EL1_U1_L2	Ubrania
1061	hat	kapelusz	EL1_U1_L2	Ubrania
1062	slippers	kapcie	EL1_U1_L2	Ubrania
1063	tracksuit	dres	EL1_U1_L2	Ubrania
1064	date	randka	EL1_U1_L2	Słownictwo ogólne
1065	baggy	szerokie	EL1_U1_L2	Słownictwo ogólne
1066	fashionable	modny	EL1_U1_L2	Słownictwo ogólne
1067	trendy	modny	EL1_U1_L2	Słownictwo ogólne
1068	modern	nowoczesny	EL1_U1_L2	Słownictwo ogólne
1069	old-fashioned	staromodny	EL1_U1_L2	Słownictwo ogólne
1070	smart	elegancki	EL1_U1_L2	Słownictwo ogólne
1071	bright colour	jsny kolor	EL1_U1_L2	Słownictwo ogólne
1072	dark colour	ciemny kolor	EL1_U1_L2	Słownictwo ogólne
1073	stylish	stylowy	EL1_U1_L2	Słownictwo ogólne
1074	length	długość	EL1_U1_L2	Słownictwo ogólne
1075	match	pasować	EL1_U1_L2	Słownictwo ogólne
1076	tight	wąski	EL1_U1_L2	Słownictwo ogólne
1077	plump	puszysty	EL1_U1_L2	Słownictwo ogólne
1078	overweight	z nadwagą	EL1_U1_L2	Słownictwo ogólne
1079	slim	szczupły	EL1_U1_L2	Słownictwo ogólne
1080	thin	chudy	EL1_U1_L2	Słownictwo ogólne
1081	serve	podawać	EL1_U1_L3	Słownictwo ogólne
1082	tasty	smaczny	EL1_U1_L3	Słownictwo ogólne
1083	originally	początkowo	EL1_U1_L3	Słownictwo ogólne
1084	nervous	zdenerwowany	EL1_U1_L3	Słownictwo ogólne
1085	honest	uczciwy	EL1_U1_L3	Słownictwo ogólne
1086	excited	podekscytowany	EL1_U1_L3	Słownictwo ogólne
1087	handsome	przystojny	EL1_U1_L3	Słownictwo ogólne
1088	pretty	ładna	EL1_U1_L3	Słownictwo ogólne
1089	kind	uprzejmy, grzeczny	EL1_U1_L3	Słownictwo ogólne
1090	on one's own	samodzielnie	EL1_U1_L3	Słownictwo ogólne
1091	funny	zabawny	EL1_U1_L3	Słownictwo ogólne
1092	order	zamawiać	EL1_U1_L3	Słownictwo ogólne
1093	lonely	samotny	EL1_U1_L3	Słownictwo ogólne
1094	shy	nieśmiały	EL1_U1_L3	Słownictwo ogólne
1095	gesture	gest	EL1_U1_L3	Słownictwo ogólne
1096	firm handshake	mocny uścisk dłoni	EL1_U1_L3	Słownictwo ogólne
1097	study	uczyć się, studiować	EL1_U1_L3	Edukacja słownictwo
1098	university	uniwersytet	EL1_U1_L3	Edukacja słownictwo
1099	course book	podręcznik	EL1_U1_L3	Edukacja słownictwo
1100	gym	sala gimnastyczna, siłownia	EL1_U1_L3	Edukacja słownictwo
1101	extra activities	zajęcia dodatkowe	EL1_U1_L3	Edukacja słownictwo
1102	take part	brać udział	EL1_U1_L3	Edukacja słownictwo
1103	library	biblioteka	EL1_U1_L3	Edukacja słownictwo
1104	corridor	korytarz	EL1_U1_L3	Edukacja słownictwo
1105	floor	podłoga	EL1_U1_L3	Edukacja słownictwo
1106	grade	stopień	EL1_U1_L3	Edukacja słownictwo
1107	backpack	plecak	EL1_U1_L3	Edukacja słownictwo
1108	take a course in	podjąć kurs	EL1_U1_L3	Edukacja słownictwo
1109	do a course in	zrobić kurs	EL1_U1_L3	Edukacja słownictwo
1110	chemistry	chemia	EL1_U1_L3	Edukacja słownictwo
1111	nervous	zdenerwowany	EL1_U1_L4	Uczucia
1112	excited	podekscytowany	EL1_U1_L4	Uczucia
1113	scared	przestraszony	EL1_U1_L4	Uczucia
1114	satisfied	usatysfakcjonowany	EL1_U1_L4	Uczucia
1115	lonely	samotny	EL1_U1_L4	Uczucia
1116	relaxed	wypoczęty	EL1_U1_L4	Uczucia
1117	amused	rozbawiony	EL1_U1_L4	Uczucia
1118	surprised	zaskoczony	EL1_U1_L4	Uczucia
1119	angry	zły, rozgniewany	EL1_U1_L4	Uczucia
1120	confused	zmieszany, zdezorientowany	EL1_U1_L4	Uczucia
1121	upset	zasmucony	EL1_U1_L4	Uczucia
1122	worried	zmartwiony	EL1_U1_L4	Uczucia
1123	muscular arms	umieśnione ramiona	EL1_U1_L4	Słownictow ogólne
1124	gorgeous	cudowny	EL1_U1_L4	Słownictow ogólne
1125	terrible	straszny, beznadziejny	EL1_U1_L4	Słownictow ogólne
1126	tell jokes	opowiadać kawały	EL1_U1_L4	Słownictow ogólne
1127	make somebody laugh	rozśmieszać kogoś	EL1_U1_L4	Słownictow ogólne
1128	agree	zgadzac się	EL1_U1_L4	Słownictow ogólne
1129	voice	głos	EL1_U1_L4	Słownictow ogólne
1130	eat out	jeść poza domem	EL1_U1_L4	Słownictow ogólne
1131	let somebody know	dac komuś znać	EL1_U1_L4	Słownictow ogólne
1132	advice	rada, porada	EL1_U2_L1	Zdrowy styl życia
1133	at least	przynajmniej	EL1_U2_L1	Zdrowy styl życia
1134	avoid	unikać	EL1_U2_L1	Zdrowy styl życia
1135	be as fit as a fiddle	być zdrowym jak ryba	EL1_U2_L1	Zdrowy styl życia
1136	be a couch potato	być osoba która siedzi na kanapie i pije piwo	EL1_U2_L1	Zdrowy styl życia
1137	be in good shape	być w dobrej formie	EL1_U2_L1	Zdrowy styl życia
1138	be on a diet	być na diecie	EL1_U2_L1	Zdrowy styl życia
1139	breathe	oddychać	EL1_U2_L1	Zdrowy styl życia
1140	burn off	spalać	EL1_U2_L1	Zdrowy styl życia
1141	cut down on sth	ograniczyć coś	EL1_U2_L1	Zdrowy styl życia
1142	do aerobics	uprawiać aerobik	EL1_U2_L1	Zdrowy styl życia
1143	do exercise	wykonywać ćwiczenia	EL1_U2_L1	Zdrowy styl życia
1144	exercise	ćwiczyć	EL1_U2_L1	Zdrowy styl życia
1145	fatty food	tłuste jedzenie	EL1_U2_L1	Zdrowy styl życia
1146	follow a healthy diet	przestrzegać zdrowej diety	EL1_U2_L1	Zdrowy styl życia
1147	give up	rzucić (np. palenie)	EL1_U2_L1	Zdrowy styl życia
1148	get enough sleep	sypiac wystarczająco	EL1_U2_L1	Zdrowy styl życia
1149	healthy	zdrowy	EL1_U2_L1	Zdrowy styl życia
1150	important	ważny	EL1_U2_L1	Zdrowy styl życia
1151	join the gym	zapisać się na siłownie	EL1_U2_L1	Zdrowy styl życia
1152	junk food	śmieciowe jedzenie	EL1_U2_L1	Zdrowy styl życia
1153	lifestyle	styl życia	EL1_U2_L1	Zdrowy styl życia
1154	lose weight	chudnąć	EL1_U2_L1	Zdrowy styl życia
1155	necessary	konieczny	EL1_U2_L1	Zdrowy styl życia
1156	overweight	nadwaga	EL1_U2_L1	Zdrowy styl życia
1157	packet	paczka (np. chipsów)	EL1_U2_L1	Zdrowy styl życia
1158	personal trainer	osobisty trener	EL1_U2_L1	Zdrowy styl życia
1159	porridge	owsianka	EL1_U2_L1	Zdrowy styl życia
1160	portion	porcja	EL1_U2_L1	Zdrowy styl życia
1161	workout	ćwiczenie	EL1_U2_L1	Zdrowy styl życia
1162	monthly	miesięcznie	EL1_U2_L2	Przysłówki częstotliwości
1163	occasionally	okazjonalnie , rzadko	EL1_U2_L2	Przysłówki częstotliwości
1164	once	raz	EL1_U2_L2	Przysłówki częstotliwości
1165	regularly	regularnie	EL1_U2_L2	Przysłówki częstotliwości
1166	three times	trzy razy	EL1_U2_L2	Przysłówki częstotliwości
1167	twice	dwa razy	EL1_U2_L2	Przysłówki częstotliwości
1168	weekly	tygodniowo	EL1_U2_L2	Przysłówki częstotliwości
1169	yearly	rocznie	EL1_U2_L2	Przysłówki częstotliwości
1170	get changed	przebrać się	EL1_U2_L2	Wyrażenia z 'GET'
1171	get drunk	upić się	EL1_U2_L2	Wyrażenia z 'GET'
1172	get fit	nabrać kondycji	EL1_U2_L2	Wyrażenia z 'GET'
1173	get hurt	zrobić sobie krzywdę	EL1_U2_L2	Wyrażenia z 'GET'
1174	get impatiend	zniecierpliwić się	EL1_U2_L2	Wyrażenia z 'GET'
1175	get lost	zgubić się	EL1_U2_L2	Wyrażenia z 'GET'
1176	get married	wziąć ślub	EL1_U2_L2	Wyrażenia z 'GET'
1177	get nervous	zdenerwować sie	EL1_U2_L2	Wyrażenia z 'GET'
1178	get paid	dostać wypłatę	EL1_U2_L2	Wyrażenia z 'GET'
1179	get tired	zmęczyć się, być zmęczonym	EL1_U2_L2	Wyrażenia z 'GET'
1180	avoid	unikać	EL1_U2_L2	Słownictwo ogólne
1181	diet	dieta	EL1_U2_L2	Słownictwo ogólne
1182	fiancé	narzeczony	EL1_U2_L2	Słownictwo ogólne
1183	follow	podążać, iść za kimś	EL1_U2_L2	Słownictwo ogólne
1184	forget	zapomnieć	EL1_U2_L2	Słownictwo ogólne
1185	healthy	zdrowy	EL1_U2_L2	Słownictwo ogólne
1186	keep balance	utrzymywać równowagę	EL1_U2_L2	Słownictwo ogólne
1187	lift	winda	EL1_U2_L2	Słownictwo ogólne
1188	metabolism	metabolizm	EL1_U2_L2	Słownictwo ogólne
1189	on foot	pieszo	EL1_U2_L2	Słownictwo ogólne
1190	outside	na zewnątrz	EL1_U2_L2	Słownictwo ogólne
1191	pregnant	w ciąży	EL1_U2_L2	Słownictwo ogólne
1192	should	powinna, powinnien	EL1_U2_L2	Słownictwo ogólne
1193	sweets	słodycze	EL1_U2_L2	Słownictwo ogólne
1194	wholemeal	razowy, pełnoziarnisty	EL1_U2_L2	Słownictwo ogólne
1195	fatty food	tłuste jedzenie	EL1_U2_L3	Słownictwo ogólne
1196	put on weight	przytyć, przybrać na wadze	EL1_U2_L3	Słownictwo ogólne
1197	gain	przytyć, przybrać na wadze	EL1_U2_L3	Słownictwo ogólne
1198	lean food	chude jedzenie	EL1_U2_L3	Słownictwo ogólne
1199	lose weight	schudnąć	EL1_U2_L3	Słownictwo ogólne
1200	obesity	otyłość	EL1_U2_L3	Słownictwo ogólne
1201	grow	rosnąć	EL1_U2_L3	Słownictwo ogólne
1202	overeat	objadać się	EL1_U2_L3	Słownictwo ogólne
1203	picture of health	okaz zdrowia	EL1_U2_L3	Słownictwo ogólne
1204	rich in vitamins	bogaty w witaminy	EL1_U2_L3	Słownictwo ogólne
1205	starve oneself	głodzić się	EL1_U2_L3	Słownictwo ogólne
1206	stay up till late	siedzieć do późna	EL1_U2_L3	Słownictwo ogólne
1207	take a rest	odpocząć	EL1_U2_L3	Słownictwo ogólne
1208	take up	zająć się, podjąć	EL1_U2_L3	Słownictwo ogólne
1209	think positive	myśleć pozytywnie	EL1_U2_L3	Słownictwo ogólne
1210	work out	ćwiczyć	EL1_U2_L3	Słownictwo ogólne
1211	keep a promise	dotrzymać obietnicy	EL1_U2_L3	Wyrażenia z "KEEP"
1212	keep a secret	dochować tajemnicy	EL1_U2_L3	Wyrażenia z "KEEP"
1213	keep calm	zachować spokój	EL1_U2_L3	Wyrażenia z "KEEP"
1214	keep clean	utrzymywać czystość	EL1_U2_L3	Wyrażenia z "KEEP"
1215	keep fit	utrzymywać formę	EL1_U2_L3	Wyrażenia z "KEEP"
1216	keep in touch with somebody	być w kontakcie z kimś	EL1_U2_L3	Wyrażenia z "KEEP"
1217	keep still	nie ruszać się	EL1_U2_L3	Wyrażenia z "KEEP"
1218	keep up	nadążać	EL1_U2_L3	Wyrażenia z "KEEP"
1219	keep warm	ogrzać się	EL1_U2_L3	Wyrażenia z "KEEP"
1220	camping	jeżdżenie pod namiot, biwakowanie	EL1_U2_L3	Dyscypliny sportowe
1221	climbing	wspinaczka	EL1_U2_L3	Dyscypliny sportowe
1222	cycling	jeżdzenie na rowerze	EL1_U2_L3	Dyscypliny sportowe
1223	diving	nurkowanie	EL1_U2_L3	Dyscypliny sportowe
1224	fishing	łowienie ryb	EL1_U2_L3	Dyscypliny sportowe
1225	hiking	wędrowanie	EL1_U2_L3	Dyscypliny sportowe
1226	jogging	jogging	EL1_U2_L3	Dyscypliny sportowe
1227	canoeing	pływanie kajakiem	EL1_U2_L3	Dyscypliny sportowe
1228	sailing	żeglowanie	EL1_U2_L3	Dyscypliny sportowe
1229	skating	jeżdzenie na rolkach	EL1_U2_L3	Dyscypliny sportowe
1230	surfing	surfowanie	EL1_U2_L3	Dyscypliny sportowe
1231	aerobic classes	zajęcia aerobiku	EL1_U2_L4	Słownictwo ogólne
1232	awesome	super	EL1_U2_L4	Słownictwo ogólne
1233	belong	należeć	EL1_U2_L4	Słownictwo ogólne
1234	build muscles	budować mięśnie	EL1_U2_L4	Słownictwo ogólne
1235	busy	zajęty	EL1_U2_L4	Słownictwo ogólne
1236	fed up	mieć dosć czegoś	EL1_U2_L4	Słownictwo ogólne
1237	follow me	proszę za mną	EL1_U2_L4	Słownictwo ogólne
1238	goal	cel, gol	EL1_U2_L4	Słownictwo ogólne
1239	lazy	leniwy	EL1_U2_L4	Słownictwo ogólne
1240	lift weights	podnosić ciężary	EL1_U2_L4	Słownictwo ogólne
1241	overweight	nadwaga	EL1_U2_L4	Słownictwo ogólne
1242	personal trainer	osobisty trener	EL1_U2_L4	Słownictwo ogólne
1243	protein	białko	EL1_U2_L4	Słownictwo ogólne
1244	stay up	siedzieć długo w nocy	EL1_U2_L4	Słownictwo ogólne
1245	stretch	rozciągać się	EL1_U2_L4	Słownictwo ogólne
1246	take up	zacząć coś robić, podjąć	EL1_U2_L4	Słownictwo ogólne
1247	training	trening	EL1_U2_L4	Słownictwo ogólne
1248	warm up	rozgrzać się	EL1_U2_L4	Słownictwo ogólne
1249	weigh	ważyć	EL1_U2_L4	Słownictwo ogólne
1250	bedsitter	kawalerka	EL1_U3_L1	Rodzaje domów
1251	bedsit	kawalerka	EL1_U3_L1	Rodzaje domów
1252	block of flats	blok mieszkalny	EL1_U3_L1	Rodzaje domów
1253	bungalow	dom parterowy	EL1_U3_L1	Rodzaje domów
1254	castle	zamek	EL1_U3_L1	Rodzaje domów
1255	cottage	chatka, domek na wsi	EL1_U3_L1	Rodzaje domów
1256	detached house	dom wolnostojący, dom jednorodzinny	EL1_U3_L1	Rodzaje domów
1257	flat	mieszkanie	EL1_U3_L1	Rodzaje domów
1258	penthouse	luksusowy apartament na najwyższym piętrze	EL1_U3_L1	Rodzaje domów
1259	semi detached house	dom bliżniak	EL1_U3_L1	Rodzaje domów
1260	studio flat	kawalerka, studio	EL1_U3_L1	Rodzaje domów
1261	terraced house	dom szeregowy, szeregowiec	EL1_U3_L1	Rodzaje domów
1262	brick	cegła	EL1_U3_L1	Słownictwo ogólne
1263	chaotic	chaotyczny	EL1_U3_L1	Słownictwo ogólne
1264	city centre	centrum miasta	EL1_U3_L1	Słownictwo ogólne
1265	comfortable	wygodny	EL1_U3_L1	Słownictwo ogólne
1266	countryside	wieś	EL1_U3_L1	Słownictwo ogólne
1267	convenient	dogodny	EL1_U3_L1	Słownictwo ogólne
1268	estate agent	pośrednik nieruchomosci	EL1_U3_L1	Słownictwo ogólne
1269	floor	pietro, podłoga	EL1_U3_L1	Słownictwo ogólne
1270	furnished	umeblowany	EL1_U3_L1	Słownictwo ogólne
1271	homely	przytulny	EL1_U3_L1	Słownictwo ogólne
1272	huge	wielki	EL1_U3_L1	Słownictwo ogólne
1273	hustle and bustle	zgiełk	EL1_U3_L1	Słownictwo ogólne
1274	interior	wnętrze	EL1_U3_L1	Słownictwo ogólne
1275	large	wielki	EL1_U3_L1	Słownictwo ogólne
1276	let	wynajmować komuś	EL1_U3_L1	Słownictwo ogólne
1277	location	połozenie, lokalizacja	EL1_U3_L1	Słownictwo ogólne
